事業所番号,サービス種類,法人名称,事業所名,郵便番号,事業所所在地,電話番号,FAX番号,行政区
2630304190,介護予防居宅療養管理指導,,よしかわ歯科医院,6048095,中京区御幸町通御池下る大文字町351番地BAUM御幸町御池１F,212-1118,212-1101,中京区
2640302770,介護予防居宅療養管理指導,株式会社メルクファーマシー,さくらはぐくみ薬局,6048247,中京区三条通西洞院西入塩屋町46番地1階,708-3625,708-3685,中京区
2630304273,介護予防居宅療養管理指導,,こもり歯科医院,6048104,中京区姉小路通柳馬場西入木之下町274番地8,744-6933,744-6955,中京区
2630304281,介護予防居宅療養管理指導,,団おとなこども歯科,6040883,中京区間之町通竹屋町下る楠町607番地,606-5561,606-5562,中京区
2630304299,介護予防居宅療養管理指導,医療法人すざく小林歯科,医療法人すざく小林歯科,6048871,中京区壬生朱雀町2番地13朱雀Ｋ’ｓビル2階・3階,823-5884,823-5886,中京区
2640302796,介護予防居宅療養管理指導,株式会社Ａ＆Ｍ,アイセイ薬局　第２烏丸御池店,6040832,中京区間之町通押小路上る鍵屋町481番地シンフォニア御池3号館1階,255-7751,255-7752,中京区
2640302671,介護予防居宅療養管理指導,株式会社ツルハ,ツルハ薬局　庁前店,6040077,中京区西洞院通丸太町下る田中町123番地アールズコート御所南１階,754-8221,754-8221,中京区
2640302788,介護予防居宅療養管理指導,株式会社コクミン,コクミン薬局三条店,6048004,中京区三条通河原町東入中島町７９番地　三晃ビル１階,223-5930,223-5931,中京区
2650380013,介護予防通所リハビリテーション,医療法人社団洛和会,洛和デイセンターイリオス,6048402,中京区聚楽廻西町１８６,801-0398,801-0352,中京区
2650380021,介護予防通所リハビリテーション,社会福祉法人保健福祉の会,介護老人保健施設西の京,6048454,中京区西ノ京小堀池町１６番地,821-3384,821-3114,中京区
2610300705,介護予防通所リハビリテーション,医療法人回生会（社団）,アンチエイジングリハビリテーション回生,6048051,中京区御幸町通錦小路上ル船屋町３８２,255-0275,255-0292,中京区
2610306868,介護予防通所リハビリテーション,医療法人清仁会,医療法人清仁会シミズ四条大宮クリニック,6048811,中京区壬生賀陽御所町３の１京都幸ビル２Ｆ,813-1300,813-1335,中京区
2610308781,介護予防通所リハビリテーション,医療法人ゆうクリニック,医療法人ゆうクリニック,6048433,中京区西ノ京北小路町17-2,822-1666,822-1676,中京区
2670300553,介護予防短期入所生活介護,社会福祉法人京都福祉サービス協会,本能特別養護老人ホーム,6048231,中京区蛸薬師通油小路東入元本能寺南町３４６番地,254-0020,211-5171,中京区
2670300025,介護予防短期入所生活介護,社会福祉法人壬生老人ホーム,壬生老人ホーム,6048821,中京区壬生梛ノ宮町２７番地,801-1243,801-1405,中京区
2670300926,介護予防短期入所生活介護,株式会社ＳＯＹＯＫＡＺＥ,京都壬生ケアセンターそよ風ショートステイ,6048874,中京区壬生天池町23番地1,803-0565,803-0566,中京区
2670301056,介護予防短期入所生活介護,社会福祉法人京都ライトハウス,短期入所生活介護事業所　ライトハウス朱雀,6048434,中京区西ノ京新建町3番地,803-1739,803-1738,中京区
2650380013,介護予防短期入所療養介護,医療法人社団洛和会,介護老人保健施設洛和ヴィライリオス,6048402,中京区聚楽廻西町186番地,801-0377,801-0352,中京区
2650380021,介護予防短期入所療養介護,社会福祉法人保健福祉の会,介護老人保健施設西の京,6048454,中京区西ノ京小堀池町１６番地,821-3388,821-3114,中京区
2670100698,介護予防特定施設入居者生活介護,社会福祉法人京都ライトハウス,特定施設入居者生活介護事業所ライトハウス朱雀,6048434,中京区西ノ京新建町3番地,803-1739,803-1738,中京区
2670200944,介護予防福祉用具貸与,株式会社ダスキンユニオン,ダスキンヘルスレント京都中京ステーション,6048431,中京区西ノ京原町105番地2,823-6777,823-6778,中京区
2670301262,介護予防福祉用具貸与,株式会社京都しらかわ,しらかわ,6048481,中京区西ノ京冷泉町130番地の5,748-0001,748-0002,中京区
2670401070,介護予防福祉用具貸与,株式会社Ｌｉｎｋ　Ｒｉｎｇ,Link Hope,6048461,中京区西ノ京中保町8番地ハートランド久保207号室,090-9141-9515,353-6520,中京区
2670200944,特定介護予防福祉用具販売,株式会社ダスキンユニオン,ダスキンヘルスレント京都中京ステーション,6048431,中京区西ノ京原町105番地2,823-6777,823-6778,中京区
2670301262,特定介護予防福祉用具販売,株式会社京都しらかわ,しらかわ,6048481,中京区西ノ京冷泉町130番地の5,748-0001,748-0002,中京区
2690300054,介護予防認知症対応型通所介護,社会福祉法人仁恵会,デイサービス新町御池,6048206,中京区新町通姉小路下る町頭町９２番地,253-6927,253-6929,中京区
2690300179,介護予防認知症対応型通所介護,社会福祉法人保健福祉の会,共用型認知症対応型通所介護グループホーム都和のはな,6048454,中京区西ノ京小堀池町3-4,802-8130,802-8130,中京区
2690300039,介護予防認知症対応型通所介護,社会福祉法人保健福祉の会,共用型認知症対応型通所介護特養都和のはな,6048454,中京区西ノ京小堀池町3-4,802-8120,802-8121,中京区
2690300062,介護予防小規模多機能型居宅介護,メディカル・ケア・サービス関西株式会社,愛の家小規模多機能型居宅介護京都円町,6048493,中京区西ノ京南両町23,803-6780,803-6781,中京区
2690300104,介護予防小規模多機能型居宅介護,パナソニックエイジフリー株式会社,パナソニック　エイジフリーケアセンター京都四条大宮・小規模多機能,6048804,中京区壬生坊城町1番地3,802-6211,802-6212,中京区
2690300120,介護予防小規模多機能型居宅介護,株式会社ケア２１,小規模多機能型居宅介護たのしい家西ノ京,6048481,中京区西ノ京冷泉町119番地,823-1501,823-1503,中京区
2690300138,介護予防小規模多機能型居宅介護,パナソニックエイジフリー株式会社,パナソニック　エイジフリーケアセンター京都三条大宮・小規模多機能,6048336,中京区大宮通三条下る三条大宮町248番地1,813-0012,813-0010,中京区
2670200217,介護予防認知症対応型共同生活介護,株式会社ウエルネット,洛和グループホーム西ノ京　,6048481,中京区西ノ京冷泉町１４０番地,813-5720,801-8177,中京区
2670300447,介護予防認知症対応型共同生活介護,社会福祉法人七野会,グループホーム姉小路,6048263,中京区堀川通姉小路下る姉東堀川町７６,257-3879,212-3455,中京区
2690300021,介護予防認知症対応型共同生活介護,株式会社ＳＯＹＯＫＡＺＥ,京都壬生ケアセンターそよ風　,6048874,中京区壬生天池町２４,803-1590,803-1593,中京区
2690300039,介護予防認知症対応型共同生活介護,社会福祉法人保健福祉の会,グループホーム都和のはな,6048454,中京区西ノ京小堀池町3番地4,802-8130,802-8130,中京区
2690300047,介護予防認知症対応型共同生活介護,医療法人三幸会,医療法人三幸会ケアサポートセンター壬生,6048812,中京区壬生相合町63番地1,813-5151,813-5152,中京区
2690300054,介護予防認知症対応型共同生活介護,社会福祉法人仁恵会,グループホーム新町御池,6048206,中京区新町通姉小路下る町頭町９２番地,253-6927,253-6929,中京区
2690300062,介護予防認知症対応型共同生活介護,メディカル・ケア・サービス関西株式会社,愛の家グループホーム京都円町,6048493,中京区西ノ京南両町23,803-6780,803-6781,中京区
2690300070,介護予防認知症対応型共同生活介護,医療法人社団洛和会,洛和グループホーム壬生,6048852,中京区壬生東大竹町44番地1,803-1557,803-1558,中京区
2690300120,介護予防認知症対応型共同生活介護,株式会社ケア２１,グループホームたのしい家西ノ京,6048481,中京区西ノ京冷泉町119番地,823-1521,823-1523,中京区
2600300012,介護予防支援,医療法人社団洛和会,朱雀地域包括支援センター指定介護予防支援事業所,6048805,中京区壬生馬場町１４－１１,801-1384,801-1385,中京区
2600300020,介護予防支援,社会福祉法人　京都聴覚言語障害者福祉協会,西ノ京地域包括支援センター指定介護予防支援事業所,6048437,中京区西ノ京東中合町２番地,841-0883,803-0623,中京区
2600300038,介護予防支援,社会福祉法人京都福祉サービス協会,本能地域包括支援センター指定介護予防支援事業所,6048231,中京区蛸薬師通油小路東入元本能寺南町346番地,254-0021,253-6253,中京区
2600300046,介護予防支援,社会福祉法人社会福祉協議会,御池地域包括支援センター指定介護予防支援事業所,6040954,中京区御池通柳馬場東入東八幡町５７９番地,257-5810,257-5812,中京区
2610306686,介護予防支援,医療法人啓誠会,医療法人啓誠会谷口医院,6048844,中京区壬生桧町14番地1,326-7666,326-7677,中京区
2670300025,介護予防支援,社会福祉法人壬生老人ホーム,壬生老人ホーム　介護予防支援事業所,6048821,中京区壬生梛ノ宮町２７番地,813-1200,813-1201,中京区
2670800032,訪問介護,社会福祉法人洛東園,洛東園ホームヘルプサービス,6050981,東山区本町十五丁目７９４番地,561-1199,561-1339,東山区
2670800016,訪問介護,有限会社ケアサービス信愛,有限会社ケアサービス信愛,6050989,東山区本町新五丁目１６３－４,541-6059,541-6061,東山区
2660890035,訪問介護,公益社団法人信和会,公益社団法人信和会　ヘルパーステーションくるみ,6050973,東山区泉涌寺門前町26番地4音羽屋ビル1階,561-1663,561-6366,東山区
2670800149,訪問介護,あかり株式会社,ケアサービスあかり,6050981,東山区本町１２丁目２２４－２,533-4934,533-4939,東山区
2670800222,訪問介護,株式会社ニチイ学館,ニチイケアセンター京都岡崎,6050001,東山区三条通大橋東二町目７３－２京都三条大橋ビル５Ｆ,762-0956,762-0957,東山区
2670800305,訪問介護,株式会社こみつ,訪問介護まごのて東山,6050801,東山区宮川筋七丁目382番地1,533-8808,533-8807,東山区
2670800420,訪問介護,一般社団法人my whereabouts,福祉サービス居場所,6050811,東山区大和大路通四条下る4丁目小松町11-40メゾンエリジア107号,090-8526-3974,050-6868-2998,東山区
2670800438,訪問介護,株式会社春田宝泉,訪問介護ステーション宝生,6050816,東山区新宮川町通松原下る西御門町463番地,531-3515,531-3515,東山区
2670800446,訪問介護,医療法人社団育生会,医療法人社団育生会　訪問介護事業所　笑門,6050981,東山区本町二十一丁目462番地4,744-0732,744-0762,東山区
2670800453,訪問介護,株式会社Ｈｙｇｇｅ,訪問介護まごのて清水,6050874,東山区渋谷通東大路東入常盤町471番地ラフェンテ友1階,279-5678,279-5679,東山区
2670800461,訪問介護,株式会社ジャストライフ,訪問介護まごのて洛東,6050046,東山区東分木町282番地,762-1030,762-1035,東山区
2670800479,訪問介護,株式会社ゆずの里東山Ｒ３,ゆずの里東山Ｒ３,6050952,東山区今熊野宝蔵町1番地の11,708-8352,708-8640,東山区
2670800495,訪問介護,合同会社Ｋｕｋｕｎａ,ヘルパーステーションこくあ,6050981,東山区本町17丁目326　シャトレ月輪101,366-4618,366-4671,東山区
